"id","wwmeasureid","submited_datetime","analysisdate","reportdate","fractionAnalyzed","value","notes","covtype_id","sampleid_id"
852,VAT_11112021_covE,,2021-11-11,2021-11-11,liquid,11510.0,"",2,210
853,PAR_15112021_covE,,2021-11-15,2021-11-15,liquid,180.0,"",2,214
854,AYI_15112021_covN2,,2021-11-15,2021-11-15,liquid,3940.0,"",1,213
855,LIM_15112021_covN2,,2021-11-15,2021-11-15,liquid,6430.0,"",1,217
856,VAT_15112021_covN2,,2021-11-15,2021-11-15,liquid,7920.0,"",1,212
857,ANT_15112021_covN2,,2021-11-15,2021-11-15,liquid,12020.0,"",1,211
858,LAR_15112021_covN2,,2021-11-15,2021-11-15,liquid,14770.0,"",1,216
859,PAF_15112021_covN2,,2021-11-15,2021-11-15,liquid,32840.0,"",1,218
860,PAR_18112021_covN2,,2021-11-18,2021-11-18,liquid,170.0,"",1,222
861,AYI_15112021_covE,,2021-11-15,2021-11-15,liquid,1050.0,"",2,213
862,ANT_15112021_covE,,2021-11-15,2021-11-15,liquid,4070.0000000000005,"",2,211
863,PAF_15112021_covE,,2021-11-15,2021-11-15,liquid,6010.0,"",2,218
864,LAR_15112021_covE,,2021-11-15,2021-11-15,liquid,7160.0,"",2,216
865,LIM_15112021_covE,,2021-11-15,2021-11-15,liquid,8640.0,"",2,217
866,VAT_15112021_covE,,2021-11-15,2021-11-15,liquid,14080.0,"",2,212
867,PAR_18112021_covE,,2021-11-18,2021-11-18,liquid,270.0,"",2,222
868,AYI_18112021_covN2,,2021-11-18,2021-11-18,liquid,590.0,"",1,221
869,LAR_18112021_covN2,,2021-11-18,2021-11-18,liquid,980.0,"",1,223
870,LIM_18112021_covN2,,2021-11-18,2021-11-18,liquid,2860.0,"",1,224
871,PAF_18112021_covN2,,2021-11-18,2021-11-18,liquid,14510.0,"",1,225
872,ANT_18112021_covN2,,2021-11-18,2021-11-18,liquid,43540.0,"",1,219
873,VAT_18112021_covN2,,2021-11-18,2021-11-18,liquid,46900.0,"",1,220
874,PAR_22112021_covN2,,2021-11-22,2021-11-22,liquid,690.0,"",1,228
875,AYI_18112021_covE,,2021-11-18,2021-11-18,liquid,680.0,"",2,221
876,LAR_18112021_covE,,2021-11-18,2021-11-18,liquid,770.0,"",2,223
877,LIM_18112021_covE,,2021-11-18,2021-11-18,liquid,1770.0,"",2,224
878,VAT_18112021_covE,,2021-11-18,2021-11-18,liquid,34500.0,"",2,220
879,PAF_18112021_covE,,2021-11-18,2021-11-18,liquid,36890.0,"",2,225
880,ANT_18112021_covE,,2021-11-18,2021-11-18,liquid,55280.0,"",2,219
881,PAR_22112021_covE,,2021-11-22,2021-11-22,liquid,130.0,"",2,228
882,AYI_22112021_covN2,,2021-11-22,2021-11-22,liquid,720.0,"",1,227
883,LAR_22112021_covN2,,2021-11-22,2021-11-22,liquid,1690.0,"",1,229
884,LIM_22112021_covN2,,2021-11-22,2021-11-22,liquid,2410.0,"",1,230
885,VAT_22112021_covN2,,2021-11-22,2021-11-22,liquid,11710.0,"",1,226
886,ANT_22112021_covN2,,2021-11-22,2021-11-22,liquid,16830.0,"",1,232
887,PAF_22112021_covN2,,2021-11-22,2021-11-22,liquid,20580.0,"",1,231
888,PAR_25112021_covN2,,2021-11-25,2021-11-25,liquid,6910.0,"",1,235
889,LIM_22112021_covE,,2021-11-22,2021-11-22,liquid,330.0,"",2,230
890,AYI_22112021_covE,,2021-11-22,2021-11-22,liquid,540.0,"",2,227
891,LAR_22112021_covE,,2021-11-22,2021-11-22,liquid,1960.0,"",2,229
892,VAT_22112021_covE,,2021-11-22,2021-11-22,liquid,12000.0,"",2,226
893,ANT_22112021_covE,,2021-11-22,2021-11-22,liquid,17560.0,"",2,232
894,PAF_22112021_covE,,2021-11-22,2021-11-22,liquid,25190.0,"",2,231
895,PAR_25112021_covE,,2021-11-25,2021-11-25,liquid,6680.0,"",2,235
896,ANT_25112021_covN2,,2021-11-25,2021-11-25,liquid,17610.0,"",1,239
897,PAF_25112021_covN2,,2021-11-25,2021-11-25,liquid,29010.0,"",1,238
898,AYI_25112021_covN2,,2021-11-25,2021-11-25,liquid,30440.0,"",1,234
899,LIM_25112021_covN2,,2021-11-25,2021-11-25,liquid,37710.0,"",1,237
900,LAR_25112021_covN2,,2021-11-25,2021-11-25,liquid,43800.0,"",1,236
901,VAT_25112021_covN2,,2021-11-25,2021-11-25,liquid,47410.0,"",1,233
902,PAR_29112021_covN2,,2021-11-29,2021-11-29,liquid,12760.0,"",1,242
903,ANT_25112021_covE,,2021-11-25,2021-11-25,liquid,8920.0,"",2,239
904,VAT_25112021_covE,,2021-11-25,2021-11-25,liquid,14320.0,"",2,233
905,LIM_25112021_covE,,2021-11-25,2021-11-25,liquid,21450.0,"",2,237
906,AYI_25112021_covE,,2021-11-25,2021-11-25,liquid,23390.0,"",2,234
907,PAF_25112021_covE,,2021-11-25,2021-11-25,liquid,23610.0,"",2,238
908,LAR_25112021_covE,,2021-11-25,2021-11-25,liquid,32680.0,"",2,236
909,AYI_29112021_covE,,2021-11-29,2021-11-29,liquid,1000.0,"",2,241
910,ANT_29112021_covN2,,2021-11-29,2021-11-29,liquid,15180.0,"",1,246
911,AYI_29112021_covN2,,2021-11-29,2021-11-29,liquid,16329.999999999998,"",1,241
912,LIM_29112021_covN2,,2021-11-29,2021-11-29,liquid,51300.0,"",1,244
913,PAF_29112021_covN2,,2021-11-29,2021-11-29,liquid,73740.0,"",1,245
914,LAR_29112021_covN2,,2021-11-29,2021-11-29,liquid,80780.0,"",1,243
915,VAT_29112021_covN2,,2021-11-29,2021-11-29,liquid,115850.0,"",1,240
916,PAR_29112021_covE,,2021-11-29,2021-11-29,liquid,8310.0,"",2,242
917,ANT_29112021_covE,,2021-11-29,2021-11-29,liquid,18840.0,"",2,246
918,LIM_29112021_covE,,2021-11-29,2021-11-29,liquid,23930.0,"",2,244
919,LAR_29112021_covE,,2021-11-29,2021-11-29,liquid,39570.0,"",2,243
920,VAT_29112021_covE,,2021-11-29,2021-11-29,liquid,47680.0,"",2,240
921,PAF_29112021_covE,,2021-11-29,2021-11-29,liquid,55360.0,"",2,245
922,VAT_02122021_covE,,2021-12-02,2021-12-02,liquid,8850.0,"",2,247
923,AYI_02122021_covE,,2021-12-02,2021-12-02,liquid,1300.0,"",2,248
924,PAR_02122021_covE,,2021-12-02,2021-12-02,liquid,4910.0,"",2,249
925,LAR_02122021_covE,,2021-12-02,2021-12-02,liquid,2490.0,"",2,250
926,LIM_02122021_covE,,2021-12-02,2021-12-02,liquid,7120.0,"",2,251
927,PAF_02122021_covE,,2021-12-02,2021-12-02,liquid,18400.0,"",2,252
928,ANT_02122021_covE,,2021-12-02,2021-12-02,liquid,4170.0,"",2,253
929,VAT_06122021_covE,,2021-12-06,2021-12-06,liquid,15500.0,"",2,254
930,AYI_06122021_covE,,2021-12-06,2021-12-06,liquid,3250.0,"",2,255
931,PAR_06122021_covE,,2021-12-06,2021-12-06,liquid,5970.0,"",2,256
932,LAR_06122021_covE,,2021-12-06,2021-12-06,liquid,3650.0,"",2,257
933,LIM_06122021_covE,,2021-12-06,2021-12-06,liquid,13900.0,"",2,258
934,PAF_06122021_covE,,2021-12-06,2021-12-06,liquid,12600.0,"",2,259
935,ANT_06122021_covE,,2021-12-06,2021-12-06,liquid,13500.0,"",2,260
936,VAT_09122021_covE,,2021-12-09,2021-12-09,liquid,8000.0,"",2,261
937,AYI_09122021_covE,,2021-12-09,2021-12-09,liquid,7100.0,"",2,262
938,PAR_09122021_covE,,2021-12-09,2021-12-09,liquid,4150.0,"",2,263
939,LAR_09122021_covE,,2021-12-09,2021-12-09,liquid,2490.0,"",2,264
940,LIM_09122021_covE,,2021-12-09,2021-12-09,liquid,7100.0,"",2,265
941,PAF_09122021_covE,,2021-12-09,2021-12-09,liquid,15800.0,"",2,266
942,ANT_09122021_covE,,2021-12-09,2021-12-09,liquid,4040.0,"",2,267
943,VAT_13122021_covE,,2021-12-13,2021-12-13,liquid,14300.0,"",2,268
944,AYI_13122021_covE,,2021-12-13,2021-12-13,liquid,16100.000000000002,"",2,269
945,PAR_13122021_covE,,2021-12-13,2021-12-13,liquid,5460.0,"",2,270
946,LAR_13122021_covE,,2021-12-13,2021-12-13,liquid,3650.0,"",2,271
947,LIM_13122021_covE,,2021-12-13,2021-12-13,liquid,16100.000000000002,"",2,272
948,PAF_13122021_covE,,2021-12-13,2021-12-13,liquid,16600.0,"",2,273
949,ANT_13122021_covE,,2021-12-13,2021-12-13,liquid,13400.0,"",2,274
950,VAT_16122021_covE,,2021-12-16,2021-12-16,liquid,17300.0,"",2,275
951,AYI_16122021_covE,,2021-12-16,2021-12-16,liquid,2540.0,"",2,276
952,PAR_16122021_covE,,2021-12-16,2021-12-16,liquid,3050.0,"",2,277
953,LAR_16122021_covE,,2021-12-16,2021-12-16,liquid,6290.0,"",2,278
954,LIM_16122021_covE,,2021-12-16,2021-12-16,liquid,2210.0,"",2,279
955,PAF_16122021_covE,,2021-12-16,2021-12-16,liquid,16000.0,"",2,280
956,ANT_21122021_covE,,2021-12-21,2021-12-21,liquid,22400.0,"",2,281
957,VAT_20122021_covE,,2021-12-20,2021-12-20,liquid,10400.0,"",2,282
958,AYI_20122021_covE,,2021-12-20,2021-12-20,liquid,2240.0,"",2,283
959,PAR_20122021_covE,,2021-12-20,2021-12-20,liquid,390.0,"",2,284
960,LAR_20122021_covE,,2021-12-20,2021-12-20,liquid,39600.0,"",2,285
961,LIM_20122021_covE,,2021-12-20,2021-12-20,liquid,13700.0,"",2,286
962,PAF_20122021_covE,,2021-12-20,2021-12-20,liquid,18900.0,"",2,287
963,ANT_20122021_covE,,2021-12-20,2021-12-20,liquid,12100.0,"",2,288
964,VAT_23122021_covE,,2021-12-23,2021-12-23,liquid,24200.0,"",2,289
965,AYI_23122021_covE,,2021-12-23,2021-12-23,liquid,36200.0,"",2,290
966,PAR_23122021_covE,,2021-12-23,2021-12-23,liquid,33000.0,"",2,291
967,LAR_23122021_covE,,2021-12-23,2021-12-23,liquid,42400.0,"",2,292
968,LIM_23122021_covE,,2021-12-23,2021-12-23,liquid,28500.0,"",2,293
969,PAF_23122021_covE,,2021-12-23,2021-12-23,liquid,36000.0,"",2,294
970,ANT_23122021_covE,,2021-12-23,2021-12-23,liquid,23000.0,"",2,295
971,VAT_27122021_covE,,2021-12-27,2021-12-27,liquid,28400.0,"",2,296
972,AYI_27122021_covE,,2021-12-27,2021-12-27,liquid,35200.0,"",2,297
973,PAR_27122021_covE,,2021-12-27,2021-12-27,liquid,34000.0,"",2,298
974,LAR_27122021_covE,,2021-12-27,2021-12-27,liquid,45500.0,"",2,299
975,LIM_27122021_covE,,2021-12-27,2021-12-27,liquid,33100.0,"",2,300
976,PAF_27122021_covE,,2021-12-27,2021-12-27,liquid,43100.0,"",2,301
977,ANT_27122021_covE,,2021-12-27,2021-12-27,liquid,27000.0,"",2,302
978,VAT_30122021_covE,,2021-12-30,2021-12-30,liquid,138000.0,"",2,303
979,AYI_30122021_covE,,2021-12-30,2021-12-30,liquid,136000.0,"",2,304
980,PAR_30122021_covE,,2021-12-30,2021-12-30,liquid,197000.0,"",2,305
981,LAR_30122021_covE,,2021-12-30,2021-12-30,liquid,142000.0,"",2,306
982,LIM_30122021_covE,,2021-12-30,2021-12-30,liquid,235000.0,"",2,307
983,PAF_30122021_covE,,2021-12-30,2021-12-30,liquid,205000.0,"",2,308
984,ANT_30122021_covE,,2021-12-30,2021-12-30,liquid,169000.0,"",2,309
985,VAT_03012022_covE,,2022-01-03,2022-01-03,liquid,140000.0,"",2,310
986,AYI_03012022_covE,,2022-01-03,2022-01-03,liquid,128000.0,"",2,311
987,PAR_03012022_covE,,2022-01-03,2022-01-03,liquid,187000.0,"",2,312
988,LAR_03012022_covE,,2022-01-03,2022-01-03,liquid,147000.0,"",2,313
989,LIM_03012022_covE,,2022-01-03,2022-01-03,liquid,209000.0,"",2,314
990,PAF_03012022_covE,,2022-01-03,2022-01-03,liquid,142000.0,"",2,315
991,ANT_03012022_covE,,2022-01-03,2022-01-03,liquid,157000.0,"",2,316
992,VAT_02122021_covN2,,2021-12-02,2021-12-02,liquid,48400.0,"",1,247
993,AYI_02122021_covN2,,2021-12-02,2021-12-02,liquid,4570.0,"",1,248
994,PAR_02122021_covN2,,2021-12-02,2021-12-02,liquid,6910.0,"",1,249
995,LAR_02122021_covN2,,2021-12-02,2021-12-02,liquid,9220.0,"",1,250
996,LIM_02122021_covN2,,2021-12-02,2021-12-02,liquid,20700.0,"",1,251
997,PAF_02122021_covN2,,2021-12-02,2021-12-02,liquid,12600.0,"",1,252
998,ANT_02122021_covN2,,2021-12-02,2021-12-02,liquid,6790.0,"",1,253
999,VAT_06122021_covN2,,2021-12-06,2021-12-06,liquid,40900.0,"",1,254
1000,AYI_06122021_covN2,,2021-12-06,2021-12-06,liquid,8310.0,"",1,255
1001,PAR_06122021_covN2,,2021-12-06,2021-12-06,liquid,20700.0,"",1,256
1002,LAR_06122021_covN2,,2021-12-06,2021-12-06,liquid,13300.0,"",1,257
1003,LIM_06122021_covN2,,2021-12-06,2021-12-06,liquid,40000.0,"",1,258
1004,PAF_06122021_covN2,,2021-12-06,2021-12-06,liquid,8830.0,"",1,259
1005,ANT_06122021_covN2,,2021-12-06,2021-12-06,liquid,46400.0,"",1,260
1006,VAT_09122021_covN2,,2021-12-09,2021-12-09,liquid,44500.0,"",1,261
1007,AYI_09122021_covN2,,2021-12-09,2021-12-09,liquid,1190.0,"",1,262
1008,PAR_09122021_covN2,,2021-12-09,2021-12-09,liquid,6170.0,"",1,263
1009,LAR_09122021_covN2,,2021-12-09,2021-12-09,liquid,7200.0,"",1,264
1010,LIM_09122021_covN2,,2021-12-09,2021-12-09,liquid,18500.0,"",1,265
1011,PAF_09122021_covN2,,2021-12-09,2021-12-09,liquid,10900.0,"",1,266
1012,ANT_09122021_covN2,,2021-12-09,2021-12-09,liquid,5040.0,"",1,267
1013,VAT_13122021_covN2,,2021-12-13,2021-12-13,liquid,35800.0,"",1,268
1014,AYI_13122021_covN2,,2021-12-13,2021-12-13,liquid,3040.0,"",1,269
1015,PAR_13122021_covN2,,2021-12-13,2021-12-13,liquid,18100.0,"",1,270
1016,LAR_13122021_covN2,,2021-12-13,2021-12-13,liquid,11600.0,"",1,271
1017,LIM_13122021_covN2,,2021-12-13,2021-12-13,liquid,32600.0,"",1,272
1018,PAF_13122021_covN2,,2021-12-13,2021-12-13,liquid,7450.0,"",1,273
1019,ANT_13122021_covN2,,2021-12-13,2021-12-13,liquid,45600.0,"",1,274
1020,VAT_16122021_covN2,,2021-12-16,2021-12-16,liquid,24100.0,"",1,275
1021,AYI_16122021_covN2,,2021-12-16,2021-12-16,liquid,1910.0,"",1,276
1022,PAR_16122021_covN2,,2021-12-16,2021-12-16,liquid,7010.0,"",1,277
1023,LAR_16122021_covN2,,2021-12-16,2021-12-16,liquid,38600.0,"",1,278
1024,LIM_16122021_covN2,,2021-12-16,2021-12-16,liquid,5980.0,"",1,279
1025,PAF_16122021_covN2,,2021-12-16,2021-12-16,liquid,22200.0,"",1,280
1026,ANT_21122021_covN2,,2021-12-21,2021-12-21,liquid,42000.0,"",1,281
1027,VAT_20122021_covN2,,2021-12-20,2021-12-20,liquid,20400.0,"",1,282
1028,AYI_20122021_covN2,,2021-12-20,2021-12-20,liquid,980.0,"",1,283
1029,PAR_20122021_covN2,,2021-12-20,2021-12-20,liquid,1940.0,"",1,284
1030,LAR_20122021_covN2,,2021-12-20,2021-12-20,liquid,95300.0,"",1,285
1031,LIM_20122021_covN2,,2021-12-20,2021-12-20,liquid,29800.0,"",1,286
1032,PAF_20122021_covN2,,2021-12-20,2021-12-20,liquid,27500.0,"",1,287
1033,ANT_20122021_covN2,,2021-12-20,2021-12-20,liquid,21700.0,"",1,288
1034,VAT_23122021_covN2,,2021-12-23,2021-12-23,liquid,46700.0,"",1,289
1035,AYI_23122021_covN2,,2021-12-23,2021-12-23,liquid,26900.0,"",1,290
1036,PAR_23122021_covN2,,2021-12-23,2021-12-23,liquid,33400.0,"",1,291
1037,LAR_23122021_covN2,,2021-12-23,2021-12-23,liquid,58400.0,"",1,292
1038,LIM_23122021_covN2,,2021-12-23,2021-12-23,liquid,44400.0,"",1,293
1039,PAF_23122021_covN2,,2021-12-23,2021-12-23,liquid,47900.0,"",1,294
1040,ANT_23122021_covN2,,2021-12-23,2021-12-23,liquid,43300.0,"",1,295
1041,VAT_27122021_covN2,,2021-12-27,2021-12-27,liquid,42600.0,"",1,296
1042,AYI_27122021_covN2,,2021-12-27,2021-12-27,liquid,29400.0,"",1,297
1043,PAR_27122021_covN2,,2021-12-27,2021-12-27,liquid,34600.0,"",1,298
1044,LAR_27122021_covN2,,2021-12-27,2021-12-27,liquid,53300.0,"",1,299
1045,LIM_27122021_covN2,,2021-12-27,2021-12-27,liquid,47200.0,"",1,300
1046,PAF_27122021_covN2,,2021-12-27,2021-12-27,liquid,40500.0,"",1,301
1047,ANT_27122021_covN2,,2021-12-27,2021-12-27,liquid,46600.0,"",1,302
1048,VAT_30122021_covN2,,2021-12-30,2021-12-30,liquid,163000.0,"",1,303
1049,AYI_30122021_covN2,,2021-12-30,2021-12-30,liquid,88500.0,"",1,304
1050,PAR_30122021_covN2,,2021-12-30,2021-12-30,liquid,130000.0,"",1,305
1051,LAR_30122021_covN2,,2021-12-30,2021-12-30,liquid,147000.0,"",1,306
1052,LIM_30122021_covN2,,2021-12-30,2021-12-30,liquid,290000.0,"",1,307
1053,PAF_30122021_covN2,,2021-12-30,2021-12-30,liquid,176000.0,"",1,308
1054,ANT_30122021_covN2,,2021-12-30,2021-12-30,liquid,135000.0,"",1,309
1055,VAT_03012022_covN2,,2022-01-03,2022-01-03,liquid,181000.0,"",1,310
1056,AYI_03012022_covN2,,2022-01-03,2022-01-03,liquid,62000.0,"",1,311
1057,PAR_03012022_covN2,,2022-01-03,2022-01-03,liquid,130000.0,"",1,312
1058,LAR_03012022_covN2,,2022-01-03,2022-01-03,liquid,196000.0,"",1,313
1059,LIM_03012022_covN2,,2022-01-03,2022-01-03,liquid,306000.0,"",1,314
1060,PAF_03012022_covN2,,2022-01-03,2022-01-03,liquid,137000.0,"",1,315
1061,ANT_03012022_covN2,,2022-01-03,2022-01-03,liquid,171000.0,"",1,316
1062,LIM_06012022_covE,2022-01-25 17:35:24,2022-01-07,2022-01-07,liquid,193950.0,"",2,63
1063,LIM_06012022_covN2,2022-01-25 17:35:24,2022-01-07,2022-01-07,liquid,276500.0,"",1,63
1064,LIM_10012022_covE,2022-01-25 17:41:46,2022-01-11,2022-01-11,liquid,111360.0,"",2,119
1065,LIM_10012022_covN2,2022-01-25 17:41:46,2022-01-11,2022-01-11,liquid,292500.0,"",1,119
1066,LIM_13012022_covE,2022-01-25 17:42:46,2022-01-14,2022-01-14,liquid,87000.0,"",2,321
1067,LIM_13012022_covN2,2022-01-25 17:42:46,2022-01-14,2022-01-14,liquid,137000.0,"",1,321
1068,LIM_17012022_covE,2022-01-25 17:43:46,2022-01-19,2022-01-19,liquid,120600.0,"",2,16
1069,LIM_17012022_covN2,2022-01-25 17:43:46,2022-01-19,2022-01-19,liquid,102400.0,"",1,16
1070,LAR_13012022_covE,2022-01-25 18:00:15,2022-01-14,2022-01-14,liquid,65620.0,"",2,69
1071,LAR_13012022_covN2,2022-01-25 18:00:15,2022-01-14,2022-01-14,liquid,62180.0,"",1,69
1072,LAR_17012022_covE,2022-01-25 18:00:59,2022-01-18,2022-01-18,liquid,97230.0,"",2,125
1073,LAR_17012022_covN2,2022-01-25 18:00:59,2022-01-18,2022-01-18,liquid,75490.0,"",1,125
1074,ANT_06012022_covE,2022-01-25 18:12:17,2022-01-07,2022-01-07,liquid,102160.0,"",2,68
1075,ANT_06012022_covN2,2022-01-25 18:12:17,2022-01-07,2022-01-07,liquid,165440.0,"",1,68
1076,ANT_10012022_covE,2022-01-25 18:13:03,2022-01-11,2022-01-11,liquid,190380.0,"",2,121
1077,ANT_10012022_covN2,2022-01-25 18:13:03,2022-01-11,2022-01-11,liquid,153520.0,"",1,121
1078,ANT_13012022_covE,2022-01-25 18:14:16,2022-01-14,2022-01-14,liquid,62880.0,"",2,322
1079,ANT_13012022_covN2,2022-01-25 18:14:16,2022-01-14,2022-01-14,liquid,127100.0,"",1,322
1080,ANT_17012022_covE,2022-01-25 18:15:13,2022-01-18,2022-01-18,liquid,75580.0,"",2,15
1081,ANT_17012022_covN2,2022-01-25 18:15:13,2022-01-18,2022-01-18,liquid,134400.0,"",1,15
1082,VAT_06012022_covE,2022-01-25 18:18:58,2022-01-07,2022-01-07,liquid,57650.0,"",2,67
1083,VAT_06012022_covN2,2022-01-25 18:18:58,2022-01-07,2022-01-07,liquid,105980.0,"",1,67
1084,VAT_10012022_covE,2022-01-25 18:19:53,2022-01-11,2022-01-11,liquid,102970.0,"",2,123
1085,VAT_10012022_covN2,2022-01-25 18:19:53,2022-01-11,2022-01-11,liquid,79570.0,"",1,123
1086,VAT_13012022_covE,2022-01-25 18:20:52,2022-01-14,2022-01-14,liquid,64230.00000000001,"",2,323
1087,VAT_13012022_covN2,2022-01-25 18:20:52,2022-01-14,2022-01-14,liquid,67950.0,"",1,323
1088,VAT_17012022_covE,2022-01-25 18:21:35,2022-01-18,2022-01-18,liquid,51320.0,"",2,14
1089,VAT_17012022_covN2,2022-01-25 18:21:35,2022-01-18,2022-01-18,liquid,101500.0,"",1,14
1090,PAF_06012022_covE,2022-01-25 18:33:43,2022-01-07,2022-01-07,liquid,158410.0,"",2,66
1091,PAF_06012022_covN2,2022-01-25 18:33:43,2022-01-07,2022-01-07,liquid,148580.0,"",1,66
1092,PAF_10012022_covE,2022-01-25 18:34:22,2022-01-11,2022-01-11,liquid,74490.0,"",2,122
1093,PAF_10012022_covN2,2022-01-25 18:34:22,2022-01-11,2022-01-11,liquid,123570.0,"",1,122
1094,PAF_13012022_covE,2022-01-25 18:35:12,2022-01-14,2022-01-14,liquid,75260.0,"",2,320
1095,PAF_13012022_covN2,2022-01-25 18:35:12,2022-01-14,2022-01-14,liquid,147610.0,"",1,320
1096,PAF_17012022_covE,2022-01-25 18:35:54,2022-01-18,2022-01-18,liquid,102600.0,"",2,13
1097,PAF_17012022_covN2,2022-01-25 18:35:54,2022-01-18,2022-01-18,liquid,129440.0,"",1,13
1098,PAR_06012022_covE,2022-01-25 18:40:08,2022-01-07,2022-01-07,liquid,165330.0,"",2,65
1099,PAR_06012022_covN2,2022-01-25 18:40:08,2022-01-07,2022-01-07,liquid,78790.0,"",1,65
1100,PAR_13012022_covE,2022-01-25 18:41:01,2022-01-14,2022-01-14,liquid,91790.0,"",2,124
1101,PAR_13012022_covN2,2022-01-25 18:41:01,2022-01-14,2022-01-14,liquid,73200.0,"",1,124
1102,PAR_10012022_covE,2022-01-25 18:41:51,2022-01-11,2022-01-11,liquid,94400.0,"",2,332
1103,PAR_10012022_covN2,2022-01-25 18:41:51,2022-01-11,2022-01-11,liquid,79030.0,"",1,332
1104,PAR_17012022_covE,2022-01-25 18:42:32,2022-01-18,2022-01-18,liquid,96680.0,"",2,12
1105,PAR_17012022_covN2,2022-01-25 18:42:32,2022-01-18,2022-01-18,liquid,65900.0,"",1,12
1106,AYI_06012022_covE,2022-01-25 18:44:51,2022-01-07,2022-01-07,liquid,119330.0,"",2,64
1107,AYI_06012022_covN2,2022-01-25 18:44:51,2022-01-07,2022-01-07,liquid,57380.0,"",1,64
1108,AYI_10012022_covE,2022-01-25 18:45:34,2022-01-11,2022-01-11,liquid,128330.00000000001,"",2,120
1109,AYI_10012022_covN2,2022-01-25 18:45:34,2022-01-11,2022-01-11,liquid,43630.0,"",1,120
1110,AYI_13012022_covE,2022-01-25 18:46:12,2022-01-14,2022-01-14,liquid,55980.0,"",2,319
1111,AYI_13012022_covN2,2022-01-25 18:46:12,2022-01-14,2022-01-14,liquid,74760.0,"",1,319
1112,AYI_17012022_covE,2022-01-25 18:46:47,2022-01-18,2022-01-18,liquid,50600.0,"",2,11
1113,AYI_17012022_covN2,2022-01-25 18:46:47,2022-01-18,2022-01-18,liquid,77160.0,"",1,11
1114,LIM_20012022_covN2,2022-02-01 12:08:59,2022-01-21,2022-01-21,liquid,150660.0,"",1,325
1115,LIM_20012022_covE,2022-02-01 12:08:59,2022-01-21,2022-01-21,liquid,86310.0,"",2,325
1116,LIM_24012022_covE,2022-02-01 15:42:34,2022-01-25,2022-01-25,liquid,88410.0,"",2,73
1117,LIM_24012022_covN2,2022-02-01 15:42:34,2022-01-25,2022-01-25,liquid,120030.0,"",1,73
1118,LAR_20012022_covE,2022-02-01 15:44:19,2022-01-21,2022-01-21,liquid,124190.0,"",2,2
1119,LAR_20012022_covN2,2022-02-01 15:44:19,2022-01-21,2022-01-21,liquid,53865.0,"",1,2
1120,LAR_24012022_covE,2022-02-01 15:45:09,2022-01-25,2022-01-25,liquid,134990.0,"",2,55
1121,LAR_24012022_covN2,2022-02-01 15:45:09,2022-01-25,2022-01-25,liquid,94160.0,"",1,55
1122,ANT_20012022_covE,2022-02-01 15:46:58,2022-01-21,2022-01-21,liquid,37410.0,"",2,108
1123,ANT_20012022_covN2,2022-02-01 15:46:58,2022-01-21,2022-01-21,liquid,90750.0,"",1,108
1124,ANT_24012022_covE,2022-02-01 15:47:44,2022-01-25,2022-01-25,liquid,127700.0,"",2,317
1125,ANT_24012022_covN2,2022-02-01 15:47:44,2022-01-25,2022-01-25,liquid,114950.0,"",1,317
1126,VAT_20012022_covE,2022-02-01 15:48:35,2022-01-21,2022-01-21,liquid,53790.0,"",2,3
1127,VAT_20012022_covN2,2022-02-01 15:48:35,2022-01-21,2022-01-21,liquid,147005.0,"",1,3
1128,VAT_24012022_covE,2022-02-01 15:49:02,2022-01-25,2022-01-25,liquid,48945.0,"",2,56
1129,VAT_24012022_covN2,2022-02-01 15:49:02,2022-01-25,2022-01-25,liquid,144400.0,"",1,56
1130,PAF_20012022_covE,2022-02-01 15:52:30,2022-01-21,2022-01-21,liquid,58430.0,"",2,109
1131,PAF_20012022_covN2,2022-02-01 15:52:30,2022-01-21,2022-01-21,liquid,101800.0,"",1,109
1132,PAF_24012022_covE,2022-02-01 15:52:55,2022-01-25,2022-01-25,liquid,143600.0,"",2,318
1133,PAF_24012022_covN2,2022-02-01 15:52:55,2022-01-25,2022-01-25,liquid,125685.0,"",1,318
1134,PAR_20012022_covE,2022-02-01 15:53:53,2022-01-21,2022-01-21,liquid,119430.0,"",2,4
1135,PAR_20012022_covN2,2022-02-01 15:53:53,2022-01-21,2022-01-21,liquid,96000.0,"",1,4
1136,AYI_24012022_covE,2022-02-01 15:56:13,2022-01-25,2022-01-25,liquid,71740.0,"",2,324
1137,AYI_24012022_covN2,2022-02-01 15:56:13,2022-01-25,2022-01-25,liquid,78795.0,"",1,324
1138,LAR_20012022_covE_PE-COD,2022-02-28 15:41:22,2022-01-24,2022-01-24,liquid,16928004956.6,"",3,2
1139,LAR_20012022_covN2_PE-COD,2022-02-28 15:41:22,2022-01-24,2022-01-24,liquid,7342193308.6,"",9,2
1140,ANT_09122021_covE_PE-COD,2022-02-28 16:16:40,2021-12-13,2021-12-13,liquid,615512465,"",3,267
1141,ANT_09122021_covN2_PE-COD,2022-02-28 16:16:40,2021-12-13,2021-12-13,liquid,767105263,"",9,267
1142,VAT_23122021_covE_PE-COD,2022-03-01 17:02:59,2021-12-27,2021-12-27,liquid,1854285714,"",3,289
1143,PAF_11112021_covE_PE-COD,2022-03-03 09:23:34,2021-11-15,2021-11-15,liquid,916759848,"",3,206
1144,PAF_11112021_covN2_PE-COD,2022-03-03 09:23:34,2021-11-15,2021-11-15,liquid,3124447268,"",9,206
